k,x1,x2,f,grad_norm,error
170,2.877560502006204,0.47962718509948415,0.00022478404374364283,0.008119931590868669,0.12412285146556794
171,2.8785289257765383,0.479323272213433,0.00022442100815104186,0.031135217981410963,0.12321829793079246
172,2.8785600311767476,0.47980876455642185,0.00021757924237510257,0.008507105972758703,0.12310707541214076
173,2.879044339722628,0.4795893474350844,0.00021631968505382126,0.018549270360831087,0.12266566957083255
174,2.879171275550613,0.48015494310213014,0.0002162396662094963,0.02360132806423191,0.12244756810711106
175,2.879336478065536,0.4798252462779736,0.00021213266791143186,0.007778054641156301,0.12233849031835117
176,2.880118639433003,0.48040274687451456,0.00021182125654751314,0.029871172073380883,0.12147260160817626
177,2.880298126979814,0.4799719015343737,0.00020552483829056655,0.008154648022974647,0.12136582357768413
178,2.880668575479284,0.4803219398645527,0.00020437261318019607,0.017794670971724783,0.12094302348146284
179,2.8809599267307844,0.4798482909740405,0.000204301753344218,0.022642738144690797,0.12073371699988018
180,2.8810069124534583,0.480198949890267,0.00020052222006864236,0.007457837146816071,0.1206293350280399
181,2.881896041853143,0.47991876955805135,0.00020024261803320832,0.02865911176288769,0.11979900143998364
182,2.8819245209852804,0.4803656616527079,0.000194446912632438,0.00782311439164207,0.11969680859108747
183,2.8823697488333013,0.4801635749544827,0.0001933865115587715,0.01707290959558036,0.11929107153566457
184,2.8824864345389023,0.4806841871193847,0.0001933207311524689,0.021724334607033078,0.11909046433119085
185,2.8826384433134655,0.48038068308612114,0.00018984133575150865,0.0071573471637607425,0.11899013649901347
186,2.883358110604064,0.4809122002812295,0.000189578624545891,0.027497158223638893,0.11819337739466482
187,2.8835233916653715,0.48051562070310827,0.00018424268420013946,0.007510837765017776,0.11809505207976999
188,2.8838647369554393,0.4808378712881497,0.00018326132528104284,0.01638276340184147,0.1177055075142995
189,2.8841331879622927,0.4804019372481027,0.0001831975810893109,0.02084484647227524,0.11751256186216306
190,2.8841766094249377,0.48072473058691706,0.00017999328223305296,0.006874947943285619,0.11741632686832935
191,2.8849964416889065,0.48046706944207024,0.00017973601885097813,0.026382870761765778,0.11665056279501612
192,2.885022941917789,0.4808784491364112,0.0001748224811017835,0.0072162572944491285,0.11655624218663267
193,2.8854339022706195,0.4806926344609026,0.0001739094104327288,0.01572229982100642,0.11618160402145555
194,2.8855419869014542,0.48117192027535405,0.00017384539735555279,0.020002015165982868,0.11599626437340341
195,2.8856822519157976,0.48089263250960335,0.00017089350854683673,0.006609122984673966,0.11590357638768624
196,2.8863476211632646,0.48138231779686935,0.0001706333830280939,0.025314528615215586,0.11516718849509867
197,2.8865001946032955,0.4810173892435034,0.00016610793138050001,0.006938054417399335,0.1150762587861738
198,2.886816244174068,0.48131428360020984,0.00016525425287805344,0.015090443448374534,0.11471581660885981
199,2.887064328711689,0.4809132370650132,0.00016518832715029457,0.019194679184905052,0.11453720080688984
200,2.8871048275243023,0.48121040700031503,0.00016246802341833878,0.006358579634157804,0.11444810515430713
201,2.88786367369174,0.48097398528393354,0.0001621988889856543,0.024289946305395254,0.11373893314906966
202,2.887888685159528,0.4813526906567096,0.00015803016405554064,0.006674981690863987,0.11365152467522731
203,2.8882693977983265,0.4811820965711624,0.00015722835298315343,0.014485525278602376,0.11330419655866975
204,2.888370198448587,0.48162340346041943,0.00015715932851261932,0.018420856656928695,0.11313227609655156
205,2.88849995806396,0.48136648677655763,0.00015465169610787027,0.006122108932453518,0.11304630540971633
206,2.8891177974323456,0.48181804288347924,0.00015436939894902045,0.02330754131779543,0.11236301175583241
207,2.8892589543952782,0.4814823316581299,0.00015052857339124497,0.006425978868098576,0.11227859645741285
208,2.8895528542348234,0.4817560549930041,0.0001497723835245373,0.01390658629550667,0.11194379633142897
209,2.889782733650106,0.48138725159680373,0.00014969949250488336,0.017679479021936208,0.11177781624617737
210,2.8898208142952093,0.48166085610979437,0.00014738714717509044,0.005898674506545517,0.11169501851558294
211,2.8905256524072573,0.48144437256445904,0.00014708885454812012,0.02236534434281388,0.11103577842471876
212,2.890549546241293,0.48179301325580337,0.00014354955429088362,0.0061900335748717485,0.11095447802720801
213,2.890903400644442,0.4816366132856579,0.00014283367351632082,0.013352168523491881,0.11063128835265207
214,2.890997977479175,0.48204300863459326,0.00014275642549714537,0.01696879164368382,0.11047123812344885
215,2.8911182986200648,0.48180674469802115,0.00014062354706917128,0.0056872989599305,0.11039121085427216
216,2.8916942495405062,0.4822234903459281,0.00014030767709107063,0.021461896446212738,0.10975490821860971
217,2.891825111253306,0.48191473549560393,0.00013704564239059861,0.005966280359270585,0.10967626610873292
218,2.892099484373911,0.48216725920536574,0.00013636564569452134,0.012821408134423203,0.10936419851406791
219,2.8923130180586134,0.48182823263350943,0.00013628381016639153,0.016287807579550673,0.10920942820501522
220,2.892349079274755,0.48208016180680135,0.00013431584361249716,0.0054871399638883964,0.10913221950397323
